symbol,C3L.02665,C3L.01663,C3N.02575,C3L.02546,C3L.00965,C3L.02963,C3N.04162,C3L.02646,C3N.02285,C3N.03875,C3N.03424,C3N.01017,C3L.00081,C3L.02649,C3L.01838,C3N.02252,C3L.03963,C3N.03072,C3L.02969,C3N.03662,C3N.03051,C3N.02434,C3L.02127,C3N.02339,C3L.03961,C3L.04391,C3L.02619,C3N.02494,C3N.03880,C3N.03092,C3L.02669,C3N.03877,C3N.01846,C3L.02964,C3N.00247,C3N.02288,C3L.01606,C3L.02164,C3N.02374,C3N.02675,C3N.02523,C3L.02130,C3N.02426,C3N.02284,C3L.00923,C3N.03486,C3N.04127,C3L.02951,C3L.02629,C3L.04013,C3N.00221,C3L.00568,C3N.04155,C3N.01025,C3L.02552,C3N.02375,C3L.02660,C3L.01884,C3N.02300,C3L.01285,C3L.02627,C3L.00993,C3N.02425,C3L.02170,C3N.00555,C3N.01893,C3N.03093,C3L.01455,C3N.03848,C3L.02968,C3N.03204,C3L.00445,C3N.02283,C3N.02289,C3L.03962,C3L.03272,C3N.01411,C3L.00415,C3N.03882,C3L.01000,C3L.02650,C3L.02358,C3L.02168,C3L.02625,C3N.01028,C3N.02435,C3N.03441,C3L.04071,C3N.01020,C3N.00497,C3N.01194,C3L.02648,C3L.03678,C3L.02891,C3L.00927,C3N.03886,C3L.04014,C3N.03076,C3N.03425,C3L.02163,C3N.04124,C3L.00904,C3N.00211,C3N.01892,C3L.00603,C3L.03965,C3N.03851,C3L.02349
ABR,0.4199,-0.2856,-1.1222,-0.7608999999999999,-0.6257,-0.056,-0.0885,-0.7761,-0.2415,0.1627,1.01,-0.3969,-1.9677,-0.2876,-0.8233,-0.2225,1.7778,-1.4271,0.6298999999999999,-0.9002999999999999,-0.5540999999999999,-0.8267,-0.6788,0.4252,1.792,0.656,0.6958,-0.3696,0.6327,3.326,-0.2713,-1.0227,0.0232,1.1652,2.7884,-0.7976000000000001,0.5289999999999999,1.9307,-1.4501,1.3265,-0.5287000000000001,-0.5518,0.6755,-1.0499,0.1495,-0.9202,0.8103,-0.7473,0.1633,-0.5219,-1.0222000000000002,-0.5074000000000001,-0.9178,-0.5404,0.0338,-0.6355,-0.1114,-1.0829,-0.591,-0.5893999999999999,0.5302,-1.3918,-1.1658,1.2777999999999998,-0.1663,0.3639,1.6225999999999998,0.3317,0.2895,-1.0162,-1.5541,-0.3068999999999999,-2.1674999999999995,-0.2814,-0.1743,0.2261,-1.51345,-0.6791,-1.5106,-0.4347,0.6612,-1.2197,0.3529,-0.0255999999999999,2.0478,-1.0217,1.7894,-0.3297,2.0075,-0.0741999999999999,-0.6194000000000001,-0.935,-0.9186,-0.1837,-0.6829000000000001,-0.9222,0.312,0.2101,-0.5827,-1.2487,1.5750000000000002,-0.9746,-1.2221000000000002,-1.1558,-0.3929999999999999,-0.5798,-0.8389,-0.315
ABRACL,-0.4198999999999999,1.3138999999999998,1.7315,-0.2090999999999999,-0.2228,1.6823,1.0358,-0.6956,1.9178,-0.5878000000000001,0.1858,2.2347,1.3128,1.286,1.6535,2.4261,-0.9612,1.4758,2.1304,0.1137,-0.1935999999999999,-0.6242,-0.4389999999999999,0.5687,0.5505,0.5188,-0.1756,0.5518,1.8084,-1.8652,-1.5706,-0.8263,-0.3591,-3.307,0.7846,-1.6065,4.0088,0.0761,0.1947,3.2004,0.7024999999999999,1.2575999999999998,-0.3409,-0.4266,0.8936000000000001,-0.0595,1.6105,-0.2134999999999999,1.8029,1.4523,0.3088,3.4013,0.4001,1.2283000000000002,1.0222,1.1909,-2.7243,1.2535999999999998,0.272,-0.4977,0.9742,0.0745,-0.2403,1.7345,2.2097,-0.2367,-1.1084999999999998,-0.3632,-1.4047999999999998,0.7513,2.7041000000000004,-0.7485,0.0472,3.892,0.2491,1.7932,2.3945499999999997,-2.4054,-1.1365,0.6443000000000001,0.5108,0.5953999999999999,1.2651,3.5385,2.4065,-0.2708,1.258,3.6161,2.3117,3.4073,0.4976,-2.0036,1.0669000000000002,2.5215,0.6458,-0.021,0.8626,3.0751,0.5408999999999999,0.8634000000000001,1.0962,1.4448,0.1200999999999999,2.552,1.3996000000000002,-0.5625,-0.9773,1.8188
ABRAXAS2,-0.2463,0.3754,0.5314,0.4626,-0.1785999999999999,0.4298999999999999,-0.3388,-0.0489,0.4074,-0.2339999999999999,0.1276999999999999,0.23,-0.8926,-0.3021999999999999,0.1441,0.1636,0.4445,-0.6993,0.6547,-0.8654,-0.711,0.0438999999999999,0.5397,0.0938,0.7859,0.3681999999999999,0.1308,-0.1874999999999999,-0.7328,0.0679,0.3014,0.2148999999999999,1.7001,0.2957,1.2475,0.982,0.7773,0.7679,0.2165,0.5147,-0.1087,0.7621,0.2509,0.4142,0.5856,0.522,-0.0767,0.2833,0.1825,-0.0271,-0.3769,-0.6494,-0.4201,-0.1845,-0.2517999999999999,0.0539999999999999,0.6892999999999999,-0.235,-0.4659,-0.4646,-0.7966,0.2384,-0.2129,0.6869000000000001,0.6194,1.5978,0.6753,0.1777,1.1465,0.8221999999999999,0.1563,-0.2446,0.8544,0.2734,0.1584999999999999,-0.1858,0.25635,-0.6656,-0.1224,-0.2252,-0.2652,-0.2121,-1.0120999999999998,0.5945,0.3419999999999999,-0.9632,0.218,0.1908,-0.4861999999999999,0.4119,0.8269,-0.0528,0.1413,0.2307,-0.3981,0.0677,0.0561,0.062,-0.5169,-0.8016,-0.0398999999999999,-0.5422,0.4074,0.4629999999999999,0.201,-0.3658,0.6537000000000001,-0.5057
ACAA1,0.007,-1.4607,-1.0557999999999998,1.1481,-0.4948,-0.9607,-0.5783,-0.5692,-0.0973,-1.2042,-0.4682,-0.5006,-1.1534000000000002,-1.4882,-1.4031,-1.1403,0.5456,-1.6879,-0.5485,-1.014,-0.8178,-0.1691,-1.9237,-0.9554,0.5923,-0.3481,-1.2608,-0.5384,-1.2837999999999998,1.4018000000000002,-1.9022,-0.6336999999999999,-1.257,-1.6215,-0.4241,-1.9074,-0.4966,0.6665,-0.7918,-0.1704,-0.3308,-0.6231,-0.0193,-1.1671,-0.7197,-1.3048,0.0933999999999999,-0.4762999999999999,-0.8198,-1.2951,-0.9303,-2.5733,-0.6828,-0.5939,-0.4810999999999999,-1.7313,0.4706,-1.7825,-1.4728,-0.9969,-0.3068,-0.0169999999999999,-0.8833000000000001,1.6309,-0.7898999999999999,-0.4645999999999999,-1.3834,-0.1618,-0.3757,-0.3542,-0.602,0.2619,-1.7659,-0.6352,-2.3364,-1.0851,-0.6858500000000001,-1.9427,-0.9397,0.0907,-1.16,-0.4508,-1.1652999999999998,-0.8055000000000001,-0.1001,-1.1601,2.2571999999999997,-0.1665999999999999,-0.0892999999999999,-0.9927,0.9486,-1.5853,0.537,-1.1689,-1.3194,-1.6267,1.2798,-1.5671000000000002,-1.3835,-1.0457,0.2147,-0.5353,-1.6149,-1.6188,-1.2512,-0.0069999999999999,-1.3492,1.1464
ACAA2,-0.1360999999999999,-0.51,-2.4850000000000003,-2.9165,-1.1103,-0.4448000000000001,-2.4168000000000003,-0.7847000000000001,-0.966,-2.2943,-0.6152,-2.0046999999999997,-2.927,0.6315,-2.3499,-1.6132,0.9576,-2.9001,-0.7891999999999999,-1.3374,-0.7711,-2.286,-2.4322,-0.0249,0.3303,-3.2163999999999997,-1.2863,-1.7277,-2.1458,-0.3777999999999999,-1.996,-0.3742999999999999,-1.4771,-0.5381,0.1838,-0.4882,-0.1979,2.6081,-2.2962,-0.2175,-0.8715,-0.9835,-0.6465,-2.3815,-1.3083,-2.6737,-0.7435,-1.7573,-0.2434,1.0605,-1.9047,-0.8645,-1.3418,-1.5326,0.3532,-2.3516,0.1527,-1.7377,0.3689,-1.3502,-1.507,-1.5982,-2.7491000000000003,1.1626999999999998,-0.6361,-0.8936,-1.2519999999999998,-1.1095000000000002,0.9665,0.0985,-2.3977999999999997,-0.514,-1.0592,-0.4864,-1.3335,-2.6118,-2.32235,-2.8571999999999997,-2.8562000000000003,1.7796,-0.8631,-1.0799,-2.6435,-1.1731,0.5255,-0.2214999999999999,1.8984,-3.3767,-0.5292,-1.343,-0.9272,-2.9984,-1.3519,-1.3721,-2.8657,1.0172,0.4839,0.0458,-1.6943,-2.5977,-1.4762,-1.7776,-0.7092,-2.1584,-0.0706999999999999,-0.811,-1.2324,-0.3362
ACACA,0.0516,-0.0408,0.8933,-0.8877,0.731,-0.6803,-0.1013999999999999,0.4081,2.7830000000000004,0.1056,0.1123,0.6977,0.4956,1.4236,-0.518,-0.4372,0.1662,-0.0058,-1.7022,-0.5914999999999999,-0.1134999999999999,0.3633,-0.1439,-1.8169,-0.9529,-1.2618,0.1212,0.5304,-0.4508000000000001,3.7421,0.2713,1.2024,1.2019,-1.3791,-0.9366,-1.3057,-0.7557,-0.384,1.2781,-1.4752,0.5238,-0.702,-0.9231,-0.3108999999999999,0.0153,-0.341,0.6034999999999999,-1.0347000000000002,2.4818,-0.1134,0.3971,0.5479,0.8003,-0.0147999999999999,-1.8078,0.9402,0.3261,0.7947000000000001,-1.1976,-0.3864,-1.2191,-0.8087,0.428,-0.5219999999999999,0.6984,-0.6628000000000001,-0.7171,-2.3256,-0.5635,-0.7483,0.9708,0.8705999999999999,-0.3464999999999999,-1.1740000000000002,0.3985,0.0214999999999999,0.13235,0.7008000000000001,0.7268999999999999,-0.1437999999999999,-0.3127,-0.5352,-0.3696,0.3932,2.6942,0.7078,1.1082,-1.0897,0.6482,-0.2224999999999999,0.3973,-0.4078,0.5064000000000001,0.8249,0.5741,0.0419,1.0414,2.1326,1.6764,0.3161,0.853,-0.1441,-1.7823000000000002,0.5505,0.5396000000000001,0.0034,0.6537000000000001,0.9743
ACAD10,-0.6123,1.1384,3.1287,-2.399,1.1799,0.1309,1.1566,-0.3105,0.2668,-0.0884,0.6462,1.4308,-1.0375,0.0313,-0.1543999999999999,-0.5676,-1.243,-0.8855,-2.2649,0.7225999999999999,0.207,-0.1628,0.758,-0.6020000000000001,-0.3985999999999999,-0.5622999999999999,-0.0862,-0.2062,0.8225,-0.5519000000000001,-2.2002,1.623,0.1042999999999999,0.7233999999999999,-1.3536,-0.8345,0.7161,-1.0831,1.2069,-1.1127,-0.4563,-0.0675,-1.2898,-0.0641,-0.2133999999999999,-1.1354,0.1500999999999999,0.0616,-0.9767,-0.5155,0.0955999999999999,-0.0406,-0.647,0.5108,-1.4846,1.8739,-1.7832,1.5475,-0.9131,1.9757,1.2729,1.7025,1.5517,-0.3147,2.1764,-0.6035999999999999,-0.4630999999999999,0.154,-0.6613,-0.3603,1.9937,-0.292,-0.3937999999999999,-1.8132,-1.0482,-0.7028,2.74625,2.1889000000000003,2.0282,1.6795,-0.7679999999999999,1.9163,-1.2685,1.6685,0.3087,1.9757,-0.7039,0.0833,0.0794,-1.1442,0.1754,-0.1195,-0.6006,0.129,-1.1157,0.7158,-1.5008,0.7485999999999999,-0.5378,1.4775,0.9214,1.2732,-0.9602,0.3536,2.9388,-2.2431,-0.7921999999999999,0.503
ACAD8,-1.1191,0.6896,0.6299,-0.874,0.612,-0.0897,-0.1273,-0.7416,0.6958,-0.8503000000000001,1.7606,-0.0582,-1.3563,0.0146,-1.2075,0.3502,0.7697,-2.5161,-0.9909,0.1661,-0.1536,-0.5218999999999999,-1.468,-0.9941,0.7327,-2.3093,0.2297999999999999,0.1232,-0.9121,1.815,-1.4032,0.4964999999999999,-1.06,-1.2117,-0.9684,0.1106,0.3419,1.7568,-0.0069,0.7465999999999999,-0.2994,-0.4503999999999999,-0.9778,-0.7515000000000001,0.4026,-1.2521,-0.2634,-1.0593,1.7965,-1.2397,-0.9229,-1.0431,0.3543,-0.8982,1.2101,-0.6094999999999999,-0.615,-0.3861,0.1124999999999999,-1.3682,0.3364,-0.349,-0.955,0.541,0.054,1.0179,-0.4452,0.0711,0.1252,0.0307,0.4375,-1.9211,-0.2874,-0.0804,-1.5033,-1.2925,-1.07835,1.0011,-0.6915,1.0133,0.0989999999999999,-0.0024,-1.5248,-0.2460999999999999,0.7007,-0.1692,1.3216,-0.2915,-0.2183,-0.5192,-0.1575,-0.2460999999999999,-0.789,-1.2275,-1.5114999999999998,-1.1849,-0.7223999999999999,0.027,-1.2759,0.1234,-1.4686,-0.604,-2.015,-0.536,0.5052000000000001,-0.1588,-0.7705,1.3979
ACAD9,-0.7015,0.7998,1.7659,-1.532,0.5032,1.0206,-0.0604,0.0747,1.0058,0.3054,0.0929,2.3535,0.3304,-0.2459,-1.1458000000000002,0.1558999999999999,-0.3794,-0.9371,-0.8351999999999999,1.3928,0.3538,0.8351000000000001,1.4584,0.3948,-0.7099,1.9111,2.7449,0.9804,-1.4182,-0.5370999999999999,-0.5325,1.3506,0.8805000000000001,0.8302999999999999,-1.5869,0.0794,-0.3563,-0.1232,1.3631,1.0221,0.4730999999999999,1.6893,-1.3187,0.0628,-0.5947,0.467,-1.3371,-1.9339,-1.7805000000000002,0.5927,0.9817,-0.4545999999999999,1.4512,1.4053,0.481,1.8933,-0.9411,1.3712,3.0299,0.9487,0.444,1.3897,-0.2403,-1.0055,1.6318,-0.5591999999999999,-0.6424,0.7779,-1.6318,-1.0717,1.9124,0.1347,-0.1732,-0.6714,0.9147,2.084,1.23565,3.2306000000000004,0.851,1.2323,-0.8156,0.5785,2.0508,-0.6713,-0.2794,1.0094,-0.6902999999999999,-0.885,-0.4993999999999999,0.0489,0.1145,-1.1213,-0.7137,0.0821,0.7291,0.5126,-0.3506999999999999,0.1454,-0.0089,3.1938999999999997,-0.4997,-0.2059,-0.0291,2.4281,1.0357,-0.3417,-0.6053999999999999,3.733
ACADM,-0.7343,-0.7507,0.0458,-1.7616,-0.4913999999999999,3.2673,1.1998,-0.2471999999999999,0.2271,-0.4822,2.0508,-0.6371,-2.2228,0.9442,-0.3293,0.1354,2.3488,-2.6536,0.8917999999999999,-1.0956,-0.9513,-1.5219,0.4388999999999999,-0.6489,2.5437,-1.1179,0.5520999999999999,-1.7089,0.5773,-0.1889,-1.4367,-0.7467,-2.0679,0.7767999999999999,0.6997,-0.3719,-0.0216,3.9338,-0.9282,0.9315,0.9801,2.4476,-1.3316,-0.1143,0.7472,0.2679,0.4034999999999999,0.0287,-0.0064,-0.4574999999999999,-1.1344,-0.8402000000000001,-1.513,-0.5293,0.7291,-1.0505,0.0991,-0.7414999999999999,-0.6911,-0.1759,-0.8072999999999999,0.0489999999999999,-1.3576,1.7307,0.8938,-0.287,0.7889,1.8756,2.0817,0.1601,-0.0479,-0.8683000000000001,-0.8465,0.3056,-0.6226,-0.4497,-0.67475,2.4784,-0.6454,0.2909,1.5678999999999998,-1.6994,-0.8590000000000001,1.3745,0.8175,0.2678,1.3216,0.7044999999999999,-0.8434,1.242,2.3233,-0.3586,-0.7042,2.2009000000000003,-1.8217,-0.1161,-0.5926,0.2935,0.8098,-0.7091,-0.0284999999999999,0.4976,-0.9602,-0.2844,0.7224,0.0103,-0.8005,0.2595
ACADS,-1.037,-0.4366,-1.436,-1.8473,-0.0987,0.3365,0.0496,-0.4627999999999999,-2.0835,-2.0289,-1.8031,-0.1896,-3.0632,-0.8108,-2.6998,0.0535999999999999,-0.6396,-2.5618999999999996,0.3928,-0.1049,-1.0782,-1.4551,-1.8854,-0.8808,0.7593,-0.154,-0.6352,-0.2035,-1.3128,-1.3045,-3.9417,-1.1487,-0.9731,0.6306999999999999,-1.2405,-1.8364,0.3455,2.014,-2.0115000000000003,0.2428,-1.0333,0.6645,-0.3345,0.0196,-2.2110000000000003,-0.0204999999999999,-0.2367,-1.7203000000000002,-0.9159,-1.9355,-0.3107,-1.6398,-0.6908,-1.138,-1.011,-3.4453,-0.6604,-3.0781,0.7598,-1.2976,0.331,-1.0534,-0.5629000000000001,1.155,1.4177,-1.1717,-0.7649,-0.3119,1.0643,-0.9916,0.4083,-1.3473,0.0964,-1.1539,-0.5772999999999999,-0.9882,1.08945,1.3177,0.585,-0.3127,-1.7737,-0.7135,-2.2073,-0.9653,0.7007,-1.2555,0.8855999999999999,-2.582,-0.1190999999999999,-0.5381,-0.494,-0.9667,-1.3496,-0.2971,-0.912,0.2176,0.1157,-1.5321,-1.0219,2.4848,-1.1457000000000002,-0.8785,-2.8480000000000003,-0.4995,-0.0761,-1.3597,-1.5243,1.0219
ACADSB,-3.2188,-1.7545000000000002,-0.5886,-2.8685,-0.0715,-0.7663000000000001,0.0388,-0.0201999999999999,0.6453,-1.4267999999999998,-0.4759,-0.3312,-4.3122,2.1218,-3.355,1.4572,1.7272,-4.3845,-2.2897,-2.1095,-0.9045999999999998,-1.8893,-2.0292999999999997,-1.861,-0.2846999999999999,-2.4198,-0.6990000000000001,-1.0286,-2.2961,-1.7383,-1.9859,0.7336,1.9839,-0.6593,-2.1983,-0.7494000000000001,2.0728,0.6375,-1.3671,-0.174,-0.5601,-0.6381,-2.0649,-0.0153,-2.0402,1.868,-2.6841,-2.3567,-3.308,0.634,-0.7336,-2.0944000000000003,-1.4035,-0.5828,-0.7028,-1.459,-1.4571,2.6192,-1.1695,-0.2,-1.1114000000000002,2.4218,-2.4919,0.9747,0.316,-0.5710999999999999,-1.9989999999999997,-0.2803,-0.8726,-1.7860999999999998,0.7437,-1.6891,-1.3033,-0.6714,1.4195,-1.524,0.13605,1.9129,0.2606,-0.466,-1.4015,-0.7328,-2.9531,-0.6265000000000001,0.1001,4.4376,2.0119,-0.7115,-0.1158,-0.1246999999999999,-1.3783,-2.8156,0.5888,0.2463,-2.5162,2.7374,-1.1186,1.3114,-0.1554,1.0947,-0.1349,-1.9218,-3.9865,-0.8532000000000001,0.0471,-0.5211,-1.4793,1.2179
ACADVL,-0.6545,-0.5549,-0.3367,-0.8842,-1.0575,0.8299,0.479,1.9833,-0.2162,-0.3624,0.7739,0.2552999999999999,-0.8027,0.4752,-0.9811,-0.2122,0.1155999999999999,-1.3727,-0.6229,-0.3728999999999999,-0.3137999999999999,0.2193,-0.9763,-0.0553,0.3417,-0.5388,0.0383,-0.7821,0.7329,-0.2273,-1.2793,0.5632,-1.2454,0.0249,0.0882999999999999,1.0728,0.3455,1.0903,-0.6158,0.2211,0.7024999999999999,1.6555,0.7173,-0.7724000000000001,-1.0216,-0.3455999999999999,-0.5168,-0.9115,-1.0184000000000002,-1.3569,0.432,1.587,1.081,-0.0849,1.2439,-0.4453,0.1238,-0.6828,-0.4315,-0.1789,-0.0027,-0.5214000000000001,-1.2607,0.5257000000000001,-0.0290999999999999,-0.8048,-0.0179,0.6752,0.2935,-0.3388,1.6458,0.4889,-1.3663,-1.2946,-0.0407,-0.6005,-0.20825,1.6938,-0.7624,-0.9913999999999998,1.1086,0.0963999999999999,0.0899,-0.1502,-0.3086,-1.2094,1.308,0.4129,-0.0695,-0.0615,0.4689,0.2531,-1.4721,0.7584,-2.2106000000000003,0.0677,0.7784,-0.9882,-0.1434,2.7854,-0.7733,0.0138,-0.6038,0.8603999999999999,0.2661,-0.2347,-0.7672,1.7896999999999998
ACAP2,-1.8088,-0.3793999999999999,1.9629,0.4145999999999999,-0.0169999999999999,0.9346,1.7133,0.8479,-0.0612,2.4998,-0.4256,2.94,1.0955,1.3923,-0.0926,0.8666,-0.6359999999999999,2.5073999999999996,-0.0849,1.352,1.1382,2.3215999999999997,-0.3837999999999999,-0.9858,-0.1139,-0.5422,0.6224,-0.9027,1.1757,-0.8705999999999998,1.9357,-0.3687,2.4212,0.1033,-1.2158,1.6092,4.016,-0.5144,-0.0128,-0.5872,2.897,-0.4916999999999999,-0.8781,0.4267,0.2867,0.7807,-0.4301,-0.6036,-1.6780000000000002,-0.4625999999999999,2.8202,1.0674,1.3875,1.6322,-0.9509,1.0612,-0.1486,-0.5484,2.1481,0.445,0.105,0.9917,-0.0822,-1.2664,0.9188,1.3226,-1.1951999999999998,-0.6080000000000001,-0.9509,0.6343,2.0791000000000004,1.432,-0.941,-1.3026,0.5206999999999999,1.497,0.18235,1.5666,1.6187,-0.7099,-0.0039,-0.1567,2.0708,1.5311,0.488,-1.8372,2.4661,-0.531,1.4089,-1.2483,-0.5943,-1.7751,-0.9233,-0.2072,-0.3704,-1.3413,1.2974,-1.0393,-0.1643,2.1481,-0.1425,-2.3405,-1.0766,-0.2698,1.3218,-0.6937,-0.2284999999999999,2.1895
ACAT1,-1.6727,-1.5790000000000002,-0.1488,-2.6149,0.3468,0.1644999999999999,-0.9171,-0.2329,-0.8327,-2.0803000000000003,-0.4914,-0.8216,-1.3563,0.3981,-3.1972,1.2731,0.6143000000000001,-3.0118,-0.315,-1.7977999999999998,-1.0648,-0.7807999999999999,-1.6431,-1.0244,0.0873,-1.6467,-0.7341000000000001,-0.0857,-0.5404,0.8027,-2.2840000000000003,0.3705,-0.7646,-1.2829,-1.4137,-0.6188,-1.2019,2.6008,-1.0725,0.0035999999999999,-0.507,0.0301,-1.6243,-0.0877999999999999,-1.043,-2.2754,-1.4670999999999998,-2.365,-0.9671,-1.5734,-0.3621999999999999,-1.6317000000000002,-0.3703,-0.4537,-0.5862999999999999,-0.8192000000000002,0.0991,-1.9224,-1.626,-0.8524999999999999,-1.0953000000000002,-1.0449,-1.0646,0.4412999999999999,0.6797,-1.4499,-0.9532,0.0474,0.6103999999999999,0.1785999999999999,0.5333,-0.5938,-0.1359,-0.9327,-1.1614,-2.6118,-1.01175,-0.3517,-1.2446,-0.2283,-0.9422,-1.4077,-1.3483999999999998,-0.8407,-0.1041999999999999,-1.5417,1.308,-1.7352,-0.6516,-0.4623999999999999,-0.3043,-1.7119,-0.7231,0.0390999999999999,-2.2662,-1.4461,0.2945,0.3474,-1.751,0.6244000000000001,-1.8106,-0.8476,-3.3791,-1.0209,-0.3277999999999999,-0.6799000000000001,-0.1684999999999999,0.8975
ACAT2,-1.7173,-1.6932999999999998,1.4315,1.8677,-0.624,-0.7588,-0.1187,-1.5292,-0.6705,0.5508,-2.3255,0.4626,-0.1883,2.053,-1.7564,0.0510999999999999,-0.1734,0.4012,1.1501,0.2011,0.1602,-0.0959999999999999,1.1753,-0.8615,-1.7349,-1.9379,-2.2439,-0.3161,-1.7267,-1.334,0.4689,0.263,-0.2838,-2.2807,-1.4561,-0.6103000000000001,0.9716,-0.7498,1.8712,-0.7213,1.8758,-0.3002999999999999,-1.7047,-0.8603000000000001,-0.7166,-0.1693,-2.0772999999999997,-1.4124,0.0863999999999999,1.1688,0.7041,0.5885,1.2163,1.0531,-2.1874,-0.0626999999999999,0.1815999999999999,0.9039,-0.8662,0.0677,-1.429,-0.0041999999999999,0.8159,-2.6825,-0.7608,-1.0001,-3.4392,-0.9594,-2.6883,1.1701,1.275,1.1301,0.0669,-2.1831,1.046,0.5035,1.65595,-1.6261,1.5531,1.1760000000000002,-2.0983,-0.2676,0.819,0.5817,2.394,0.0739,0.0363,-1.8393,-2.2887,0.4214,1.4248,-0.7804,0.3839,-0.9265,-1.5648,0.6963999999999999,-0.4138,0.1562,0.502,-0.5267,-0.5149,-1.1736,-2.5352,1.3635,0.9452,-0.5211,-1.3924999999999998,0.1377
ACBD3,1.3091,1.3832,0.5337,1.3263,-0.2789,2.1757,0.4467,0.4857,0.9553,0.2254999999999999,0.9171,0.3489,0.3158999999999999,1.5028,1.2727,1.02,0.6577,0.3754,1.1961,0.5245,-0.0935,-0.4070999999999999,0.4054,0.566,0.8656,1.1245999999999998,0.3926,0.5867,0.746,-0.1357999999999999,1.5707,0.1777999999999999,2.149,0.6520999999999999,0.8482,-0.0568,0.7521,1.4453,0.0959,0.8843,0.1133999999999999,1.648,0.6369,-0.3889999999999999,0.0946,0.9844,0.8936,1.63,1.1656,0.0051,-0.0055,0.7142999999999999,-0.0956,0.9313,1.2853,0.7737,0.2022,0.3414,0.1813,0.1128,0.3337,0.0383,0.1897999999999999,1.3431,0.4594,0.5532999999999999,0.5289,2.2152,1.1074000000000002,-0.1171,0.5166999999999999,0.3692,0.1496,1.1942,-0.0271,0.0860999999999999,0.31565,0.6331,0.1507,-0.5504,1.1601,-0.5761000000000001,0.7491,2.0681,0.4045999999999999,-0.1661,-0.2271,1.1799000000000002,0.0396999999999999,1.362,1.389,1.2513,0.0895,0.7857999999999999,0.2986,-0.0258,1.0624,0.4039,0.7232000000000001,0.2673,0.9328,2.0591,1.4768,1.2468,-0.0742999999999999,0.1828,0.5069,1.0405
ACIN1,0.7742,-0.0244,0.552,0.0891,1.0286,0.172,0.9624,0.2183999999999999,-0.31,0.8019000000000001,-0.0541,0.2149,0.2029,0.6774,-0.0617999999999999,0.2249,0.8745,0.0113999999999999,0.8989,0.4633,0.4004999999999999,0.0648,0.8899,0.069,0.7365,0.5690000000000001,0.4628,0.8438,1.007,0.3984,0.72,0.5391,0.1187,0.6164,0.4983,0.2128,0.2339,0.1449,0.3568,0.4675,0.4851999999999999,0.5744,-0.3988,1.0374,1.3632,0.9569,0.1033999999999999,0.5255,0.9735,1.2809,0.1783,0.349,0.418,0.8593999999999999,0.0563,0.6959,0.128,0.4869,0.394,1.2493999999999998,0.0295999999999999,1.1449,0.1497,0.4144,0.9063,-0.1983,0.0747,0.5488999999999999,0.4813,-0.1663,-0.3479,1.0902,1.2993,0.6594,1.2067,1.2735,0.40075,0.2029,0.8739999999999999,1.1791,0.2375999999999999,0.7665,0.7857,0.5912999999999999,0.7506999999999999,0.8771,-0.4723,0.1977999999999999,0.3505,1.0495,-0.0930999999999999,0.3866,1.0434,0.692,0.625,0.5707,0.0841,0.7566999999999999,0.5408999999999999,0.6424000000000001,0.3819,0.1785,0.8548,1.0026,0.3947,1.4252,0.9239,0.3574
ACLY,0.1455,-0.0204,0.5887,-0.6718,1.2241,-0.0187,0.0258999999999999,0.8853,-0.4902,-0.1397999999999999,-0.8898999999999999,0.9353,0.6376,1.0338,-0.9571,-0.473,-0.6214999999999999,-0.1548,-0.0389,0.1224,-0.5106999999999999,-0.0959999999999999,1.2112999999999998,-0.4528999999999999,-0.0264999999999999,-0.8668,0.1787,-0.1634,-0.1028,1.6467,0.5224,0.6688,1.0021,-1.2259,0.5584,-0.1306,-0.968,-0.6484,0.3984,-0.0327,0.3379999999999999,0.7921,-1.2383,-0.6191,-0.7928999999999999,0.5449,-0.0466,-0.4803999999999999,0.8262,0.1366,0.4760999999999999,0.8401000000000001,0.3026,0.0534999999999999,-1.4583,0.7759,0.2353,0.9514,-2.045,0.8841,-1.7438,0.8215,-0.1012,-0.6447999999999999,0.3118,-0.7485999999999999,0.021,-1.2358,-0.4148,1.9985,0.4874999999999999,1.5343,0.2402,-0.7196,0.7901,0.63,0.44705,-0.9091,1.1329,-0.1939,-0.38,-0.9835,-0.5294,-0.1246999999999999,1.3722,0.1508,-0.8492999999999999,-0.3089,0.1455,-0.8538,-0.222,-0.7944,-0.3227,0.1525,-1.0856,-0.877,0.5154,0.3151,0.7501,1.9349,0.0056999999999999,-0.7378,0.3565,1.1848,0.0452,1.8531,1.0606,0.7677999999999999
